"LOCATION","Country","REG_ID","Region","IND","Indicator","ISC11","Education ISCED level","GENDER","Gender","MEAS","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NLD","Netherlands","NL34","Zeeland","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,64,,
"NLD","Netherlands","NL34","Zeeland","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,64.5,,
"NLD","Netherlands","NL41","North Brabant","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,65.4,,
"NLD","Netherlands","NL41","North Brabant","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,65.6,,
"NLD","Netherlands","NL42","Limburg","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,64.6,,
"NLD","Netherlands","NL42","Limburg","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,64.2,,
"NOR","Norway","NOR","Norway","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,96.8,,
"NOR","Norway","NOR","Norway","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,97,,
"NOR","Norway","NO01","Oslo Region","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,95.9,,
"NOR","Norway","NO01","Oslo Region","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,96.1,,
"NOR","Norway","NO02","Hedmark and Oppland","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,97,,
"NOR","Norway","NO02","Hedmark and Oppland","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,97.8,,
"NOR","Norway","NO03","South-East","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,95.6,,
"NOR","Norway","NO03","South-East","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,96.1,,
"NOR","Norway","NO04","Agder and Rogaland","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,96.8,,
"NOR","Norway","NO04","Agder and Rogaland","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,97.3,,
"NOR","Norway","NO05","West","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,97.9,,
"NOR","Norway","NO05","West","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,97.6,,
"NOR","Norway","NO06","Trøndelag","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,98.7,,
"NOR","Norway","NO06","Trøndelag","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,97.9,,
"NOR","Norway","NO07","North","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,97.8,,
"NOR","Norway","NO07","North","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,97.7,,
"POL","Poland","POL","Poland","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,84.7,,
"POL","Poland","POL","Poland","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,81.1,,
"POL","Poland","PL21","Lesser Poland ","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,84.8,,
"POL","Poland","PL21","Lesser Poland ","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,82,,
"POL","Poland","PL22","Silesia","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,88.5,,
"POL","Poland","PL22","Silesia","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,83.2,,
"POL","Poland","PL41","Greater Poland","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,87.9,,
"POL","Poland","PL41","Greater Poland","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,84.3,,
"POL","Poland","PL42","West Pomerania","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,80.4,,
"POL","Poland","PL42","West Pomerania","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,76.9,,
"POL","Poland","PL43","Lubusz","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,84,,
"POL","Poland","PL43","Lubusz","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,79.2,,
"POL","Poland","PL51","Lower Silesia ","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,85.3,,
"POL","Poland","PL51","Lower Silesia ","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,82.2,,
"POL","Poland","PL52","Opole region","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,89.9,,
"POL","Poland","PL52","Opole region","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,86.9,,
"POL","Poland","PL61","Kuyavian-Pomerania","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,78,,
"POL","Poland","PL61","Kuyavian-Pomerania","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,72.6,,
"POL","Poland","PL62","Warmian-Masuria","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,74.8,,
"POL","Poland","PL62","Warmian-Masuria","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,70.7,,
"POL","Poland","PL63","Pomerania","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,80.7,,
"POL","Poland","PL63","Pomerania","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,76.4,,
"PRT","Portugal","PRT","Portugal","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,88.8,,
"PRT","Portugal","PRT","Portugal","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,90.9,,
"PRT","Portugal","PT11","North","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,94.6,,
"PRT","Portugal","PT11","North","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,95.4,,
"PRT","Portugal","PT15","Algarve","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,85.4,,
"PRT","Portugal","PT15","Algarve","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,91.8,,
"PRT","Portugal","PT16","Central Portugal","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,93.4,,
"PRT","Portugal","PT16","Central Portugal","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,94.8,,
"PRT","Portugal","PT17","Metropolitan area of Lisbon","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,79.6,,
"PRT","Portugal","PT17","Metropolitan area of Lisbon","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,83.2,,
"PRT","Portugal","PT18","Alentejo","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,94.5,,
"PRT","Portugal","PT18","Alentejo","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,94.4,,
"PRT","Portugal","PT20","Azores","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,86.1,,
"PRT","Portugal","PT20","Azores","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,88.6,,
"PRT","Portugal","PT30","Madeira","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,94.1,,
"PRT","Portugal","PT30","Madeira","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,93.7,,
"SVK","Slovak Republic","SVK","Slovak Republic","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,73.1,,
"SVK","Slovak Republic","SVK","Slovak Republic","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,74.5,,
"SVK","Slovak Republic","SK01","Bratislava","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,80.6,,
"SVK","Slovak Republic","SK01","Bratislava","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,81.2,,
"SVK","Slovak Republic","SK02","West","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,81.6,,
"SVK","Slovak Republic","SK02","West","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,82.6,,
"SVK","Slovak Republic","SK03","Central","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,75.2,,
"SVK","Slovak Republic","SK03","Central","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,78,,
"SVK","Slovak Republic","SK04","East","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,60.9,,
"SVK","Slovak Republic","SK04","East","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,61.9,,
"ESP","Spain","ESP","Spain","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,96.8,,
"ESP","Spain","ESP","Spain","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,97,,
"ESP","Spain","ES11","Galicia","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,96.9,,
"ESP","Spain","ES11","Galicia","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,97.5,,
"ESP","Spain","ES12","Asturias","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,97.7,,
"ESP","Spain","ES12","Asturias","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,97.3,,
"ESP","Spain","ES13","Cantabria","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,96.2,,
"ESP","Spain","ES13","Cantabria","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,96.5,,
"ESP","Spain","ES21","Basque Country","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,99.2,,
"ESP","Spain","ES21","Basque Country","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,98.8,,
"ESP","Spain","ES22","Navarra","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,97.1,,
"ESP","Spain","ES22","Navarra","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,97.5,,
"ESP","Spain","ES23","La Rioja","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,98.4,,
"ESP","Spain","ES23","La Rioja","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,98,,
"ESP","Spain","ES24","Aragon","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,97.2,,
"ESP","Spain","ES24","Aragon","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,97.1,,
"ESP","Spain","ES30","Madrid","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,96.2,,
"ESP","Spain","ES30","Madrid","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,96.1,,
"ESP","Spain","ES41","Castile and León","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,97.2,,
"ESP","Spain","ES41","Castile and León","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,97.6,,
"ESP","Spain","ES42","Castile-La Mancha","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,97.4,,
"ESP","Spain","ES42","Castile-La Mancha","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,97.8,,
"ESP","Spain","ES43","Extremadura","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,100,,
"ESP","Spain","ES43","Extremadura","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,100,,
"ESP","Spain","ES51","Catalonia","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,95.2,,
"ESP","Spain","ES51","Catalonia","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,95.3,,
"ESP","Spain","ES52","Valencia","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,95.1,,
"ESP","Spain","ES52","Valencia","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,96.3,,
"ESP","Spain","ES53","Balearic Islands","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,97.2,,
"ESP","Spain","ES53","Balearic Islands","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,97.7,,
"ESP","Spain","ES61","Andalusia","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,97.7,,
"ESP","Spain","ES61","Andalusia","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,97.6,,
"ESP","Spain","ES62","Murcia","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,100,,
"ESP","Spain","ES62","Murcia","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,100,,
"ESP","Spain","ES63","Ceuta ","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,100,,
"ESP","Spain","ES63","Ceuta ","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,100,,
"ESP","Spain","ES64","Melilla","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,84.7,,
"ESP","Spain","ES64","Melilla","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,86.6,,
"ESP","Spain","ES70","Canary Islands","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,95.7,,
"ESP","Spain","ES70","Canary Islands","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,95.5,,
"SWE","Sweden","SE11","Stockholm","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,92.8,,
"SWE","Sweden","SE11","Stockholm","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,93.4,,
"SWE","Sweden","SE12","East Middle Sweden","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,94.1,,
"SWE","Sweden","SE12","East Middle Sweden","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,94.8,,
"SWE","Sweden","SE21","Småland with Islands","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,94.6,,
"SWE","Sweden","SE21","Småland with Islands","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,95.3,,
"SWE","Sweden","SE22","South Sweden","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,93.7,,
"SWE","Sweden","SE22","South Sweden","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,94.1,,
"SWE","Sweden","SE23","West Sweden","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,93.1,,
"SWE","Sweden","SE23","West Sweden","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,93.5,,
"SWE","Sweden","SE31","North Middle Sweden","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,93.6,,
"SWE","Sweden","SE31","North Middle Sweden","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,94.9,,
"SWE","Sweden","SE32","Central Norrland","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,96.6,,
"SWE","Sweden","SE32","Central Norrland","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,97.5,,
"SWE","Sweden","SE33","Upper Norrland","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","M","Men","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,94,,
