,TL,Territory level and Typology,REG_ID,Region,VAR,Indicator,SEX,Gender,POS,Position,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,unemp_n,UNEM_RA_15_MAX,UNEM_RA_15_MAX_SEXDIF,UNEM_RA_15_64,UNEM_RA_15_64_SEXDIF
2584,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,M,Males,ALL,All regions,2003,2003,PER,Persons,0,Units,5800.0,14.1,,,
2585,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,M,Males,ALL,All regions,2004,2004,PER,Persons,0,Units,6110.0,15.8,,16.0,
2586,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,M,Males,ALL,All regions,2005,2005,PER,Persons,0,Units,4889.0,13.0,,13.1,
2587,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,M,Males,ALL,All regions,2006,2006,PER,Persons,0,Units,4442.0,11.8,,12.0,
2588,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,M,Males,ALL,All regions,2007,2007,PER,Persons,0,Units,4006.0,10.3,,10.4,
2589,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,M,Males,ALL,All regions,2008,2008,PER,Persons,0,Units,4446.0,11.5,,11.6,
2590,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,M,Males,ALL,All regions,2009,2009,PER,Persons,0,Units,3855.0,9.9,,10.0,
2591,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,M,Males,ALL,All regions,2010,2010,PER,Persons,0,Units,3813.0,9.9,,10.0,
2592,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,M,Males,ALL,All regions,2011,2011,PER,Persons,0,Units,3422.0,9.7,,9.8,
2593,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,M,Males,ALL,All regions,2012,2012,PER,Persons,0,Units,4620.0,12.2,,12.4,
2594,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,M,Males,ALL,All regions,2013,2013,PER,Persons,0,Units,5215.0,14.1,,14.3,
2595,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,M,Males,ALL,All regions,2014,2014,PER,Persons,0,Units,5712.0,15.6,,15.8,
2596,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,T,Total,ALL,All regions,2001,2001,PER,Persons,0,Units,89200.0,23.0,15.6,,
2597,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,T,Total,ALL,All regions,2002,2002,PER,Persons,0,Units,85600.0,22.1,14.5,,
2598,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,T,Total,ALL,All regions,2003,2003,PER,Persons,0,Units,87600.0,22.0,15.4,,
2599,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,T,Total,ALL,All regions,2004,2004,PER,Persons,0,Units,52248.0,14.7,9.9,14.9,9.9
2600,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,T,Total,ALL,All regions,2005,2005,PER,Persons,0,Units,56571.0,15.2,9.5,15.4,9.5
2601,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,T,Total,ALL,All regions,2006,2006,PER,Persons,0,Units,43768.0,12.2,7.7,12.3,7.6
2602,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,T,Total,ALL,All regions,2007,2007,PER,Persons,0,Units,40244.0,11.5,7.1,11.6,7.2
2603,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,T,Total,ALL,All regions,2008,2008,PER,Persons,0,Units,42577.0,12.0,6.9,12.1,7.0
2604,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,T,Total,ALL,All regions,2009,2009,PER,Persons,0,Units,39091.0,11.2,6.2,11.3,6.1
2605,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,T,Total,ALL,All regions,2010,2010,PER,Persons,0,Units,41144.0,11.9,6.3,12.0,6.3
2606,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,T,Total,ALL,All regions,2011,2011,PER,Persons,0,Units,42930.0,12.4,6.4,12.5,6.4
2607,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,T,Total,ALL,All regions,2012,2012,PER,Persons,0,Units,58754.0,16.4,8.2,16.6,8.2
2608,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,T,Total,ALL,All regions,2013,2013,PER,Persons,0,Units,70381.0,19.5,9.3,19.7,9.3
2609,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,T,Total,ALL,All regions,2014,2014,PER,Persons,0,Units,69429.0,19.2,8.5,19.4,8.3
2610,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,F,Females,ALL,All regions,2001,2001,PER,Persons,0,Units,40700.0,31.4,,,
2611,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,F,Females,ALL,All regions,2002,2002,PER,Persons,0,Units,43400.0,31.8,,,
2612,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,F,Females,ALL,All regions,2003,2003,PER,Persons,0,Units,43500.0,32.0,,,
2613,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,F,Females,ALL,All regions,2004,2004,PER,Persons,0,Units,22613.0,19.4,,19.5,
2614,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,F,Females,ALL,All regions,2005,2005,PER,Persons,0,Units,24873.0,19.7,,19.8,
2615,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,F,Females,ALL,All regions,2006,2006,PER,Persons,0,Units,18911.0,15.7,,15.7,
2616,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,F,Females,ALL,All regions,2007,2007,PER,Persons,0,Units,17655.0,14.8,,14.9,
2617,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,F,Females,ALL,All regions,2008,2008,PER,Persons,0,Units,18256.0,14.8,,14.9,
2618,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,F,Females,ALL,All regions,2009,2009,PER,Persons,0,Units,16289.0,13.4,,13.4,
2619,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,F,Females,ALL,All regions,2010,2010,PER,Persons,0,Units,17755.0,14.3,,14.4,
2620,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,F,Females,ALL,All regions,2011,2011,PER,Persons,0,Units,16896.0,13.9,,14.0,
2621,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,F,Females,ALL,All regions,2012,2012,PER,Persons,0,Units,24338.0,18.8,,19.0,
2622,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,F,Females,ALL,All regions,2013,2013,PER,Persons,0,Units,27263.0,21.1,,21.2,
2623,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,F,Females,ALL,All regions,2014,2014,PER,Persons,0,Units,24276.0,18.9,,18.9,
2624,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,M,Males,ALL,All regions,2001,2001,PER,Persons,0,Units,40700.0,15.8,,,
2625,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,M,Males,ALL,All regions,2002,2002,PER,Persons,0,Units,43400.0,17.3,,,
2626,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,M,Males,ALL,All regions,2003,2003,PER,Persons,0,Units,43500.0,16.6,,,
2627,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,M,Males,ALL,All regions,2004,2004,PER,Persons,0,Units,22613.0,9.5,,9.6,
2628,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,M,Males,ALL,All regions,2005,2005,PER,Persons,0,Units,24873.0,10.2,,10.3,
2629,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,M,Males,ALL,All regions,2006,2006,PER,Persons,0,Units,18911.0,8.0,,8.1,
2630,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,M,Males,ALL,All regions,2007,2007,PER,Persons,0,Units,17655.0,7.7,,7.7,
2631,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,M,Males,ALL,All regions,2008,2008,PER,Persons,0,Units,18256.0,7.9,,7.9,
2632,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,M,Males,ALL,All regions,2009,2009,PER,Persons,0,Units,16289.0,7.2,,7.3,
2633,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,M,Males,ALL,All regions,2010,2010,PER,Persons,0,Units,17755.0,8.0,,8.1,
2634,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,M,Males,ALL,All regions,2011,2011,PER,Persons,0,Units,16896.0,7.5,,7.6,
2635,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,M,Males,ALL,All regions,2012,2012,PER,Persons,0,Units,24338.0,10.6,,10.8,
2636,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,M,Males,ALL,All regions,2013,2013,PER,Persons,0,Units,27263.0,11.8,,11.9,
2637,3_PU,  Small regions (TL3) - predominantly urban,ITG17,Catania,UNEM,Unemployed,M,Males,ALL,All regions,2014,2014,PER,Persons,0,Units,24276.0,10.4,,10.6,
2638,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,T,Total,ALL,All regions,2001,2001,PER,Persons,0,Units,14500.0,13.3,13.9,,
2639,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,T,Total,ALL,All regions,2002,2002,PER,Persons,0,Units,15100.0,13.0,11.6,,
2640,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,T,Total,ALL,All regions,2003,2003,PER,Persons,0,Units,16100.0,13.7,12.4,,
2641,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,T,Total,ALL,All regions,2004,2004,PER,Persons,0,Units,9874.0,8.1,6.7,8.1,6.7
2642,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,T,Total,ALL,All regions,2005,2005,PER,Persons,0,Units,12540.0,10.7,8.6,10.9,8.7
2643,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,T,Total,ALL,All regions,2006,2006,PER,Persons,0,Units,7776.0,6.5,4.2,6.6,4.1
2644,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,T,Total,ALL,All regions,2007,2007,PER,Persons,0,Units,9643.0,8.2,5.5,8.3,5.4
2645,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,T,Total,ALL,All regions,2008,2008,PER,Persons,0,Units,9425.0,8.2,3.9,8.3,3.8
2646,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,T,Total,ALL,All regions,2009,2009,PER,Persons,0,Units,10659.0,9.3,5.0,9.4,4.9
2647,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,T,Total,ALL,All regions,2010,2010,PER,Persons,0,Units,10649.0,9.2,5.3,9.4,5.3
2648,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,T,Total,ALL,All regions,2011,2011,PER,Persons,0,Units,15345.0,12.7,5.1,13.0,5.0
2649,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,T,Total,ALL,All regions,2012,2012,PER,Persons,0,Units,22959.0,18.2,9.7,18.5,9.6
2650,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,T,Total,ALL,All regions,2013,2013,PER,Persons,0,Units,23793.0,19.6,9.1,19.8,9.3
2651,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,T,Total,ALL,All regions,2014,2014,PER,Persons,0,Units,22098.0,18.5,8.6,18.7,8.5
2652,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,F,Females,ALL,All regions,2001,2001,PER,Persons,0,Units,8100.0,24.5,,,
2653,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,F,Females,ALL,All regions,2002,2002,PER,Persons,0,Units,7200.0,20.5,,,
2654,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,F,Females,ALL,All regions,2003,2003,PER,Persons,0,Units,8200.0,22.5,,,
2655,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,F,Females,ALL,All regions,2004,2004,PER,Persons,0,Units,5859.0,14.0,,14.0,
2656,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,F,Females,ALL,All regions,2005,2005,PER,Persons,0,Units,6358.0,16.7,,16.9,
2657,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,F,Females,ALL,All regions,2006,2006,PER,Persons,0,Units,4339.0,9.9,,9.9,
2658,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,F,Females,ALL,All regions,2007,2007,PER,Persons,0,Units,4327.0,11.0,,11.0,
2659,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,F,Females,ALL,All regions,2008,2008,PER,Persons,0,Units,3839.0,9.1,,9.1,
2660,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,F,Females,ALL,All regions,2009,2009,PER,Persons,0,Units,5738.0,13.1,,13.1,
2661,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,F,Females,ALL,All regions,2010,2010,PER,Persons,0,Units,4204.0,10.8,,10.9,
2662,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,F,Females,ALL,All regions,2011,2011,PER,Persons,0,Units,5538.0,12.4,,12.5,
2663,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,F,Females,ALL,All regions,2012,2012,PER,Persons,0,Units,10282.0,22.5,,22.7,
2664,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,F,Females,ALL,All regions,2013,2013,PER,Persons,0,Units,9195.0,21.0,,21.3,
2665,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,F,Females,ALL,All regions,2014,2014,PER,Persons,0,Units,9540.0,21.4,,21.5,
2666,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,M,Males,ALL,All regions,2001,2001,PER,Persons,0,Units,8100.0,10.6,,,
2667,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,M,Males,ALL,All regions,2002,2002,PER,Persons,0,Units,7200.0,8.9,,,
2668,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,M,Males,ALL,All regions,2003,2003,PER,Persons,0,Units,8200.0,10.1,,,
2669,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,M,Males,ALL,All regions,2004,2004,PER,Persons,0,Units,5859.0,7.3,,7.3,
2670,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,M,Males,ALL,All regions,2005,2005,PER,Persons,0,Units,6358.0,8.1,,8.2,
2671,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,M,Males,ALL,All regions,2006,2006,PER,Persons,0,Units,4339.0,5.7,,5.8,
2672,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,M,Males,ALL,All regions,2007,2007,PER,Persons,0,Units,4327.0,5.5,,5.6,
2673,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,M,Males,ALL,All regions,2008,2008,PER,Persons,0,Units,3839.0,5.2,,5.3,
2674,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,M,Males,ALL,All regions,2009,2009,PER,Persons,0,Units,5738.0,8.1,,8.2,
2675,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,M,Males,ALL,All regions,2010,2010,PER,Persons,0,Units,4204.0,5.5,,5.6,
2676,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,M,Males,ALL,All regions,2011,2011,PER,Persons,0,Units,5538.0,7.3,,7.5,
2677,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,M,Males,ALL,All regions,2012,2012,PER,Persons,0,Units,10282.0,12.8,,13.1,
2678,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,M,Males,ALL,All regions,2013,2013,PER,Persons,0,Units,9195.0,11.9,,12.0,
2679,3_IN,  Small regions (TL3) - intermediate,ITG18,Ragusa,UNEM,Unemployed,M,Males,ALL,All regions,2014,2014,PER,Persons,0,Units,9540.0,12.8,,13.0,
2680,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,T,Total,ALL,All regions,2001,2001,PER,Persons,0,Units,20800.0,14.8,14.6,,
2681,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,T,Total,ALL,All regions,2002,2002,PER,Persons,0,Units,17300.0,12.7,12.4,,
2682,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,T,Total,ALL,All regions,2003,2003,PER,Persons,0,Units,18700.0,13.8,11.3,,
2683,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,T,Total,ALL,All regions,2004,2004,PER,Persons,0,Units,23250.0,17.4,12.5,17.7,13.0
2684,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,T,Total,ALL,All regions,2005,2005,PER,Persons,0,Units,18711.0,14.4,9.9,14.6,9.9
2685,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,T,Total,ALL,All regions,2006,2006,PER,Persons,0,Units,15766.0,11.6,6.8,11.7,6.7
2686,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,T,Total,ALL,All regions,2007,2007,PER,Persons,0,Units,15168.0,11.6,8.4,11.7,8.4
2687,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,T,Total,ALL,All regions,2008,2008,PER,Persons,0,Units,15219.0,11.5,8.2,11.6,8.2
2688,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,T,Total,ALL,All regions,2009,2009,PER,Persons,0,Units,11529.0,8.4,3.4,8.5,3.3
2689,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,T,Total,ALL,All regions,2010,2010,PER,Persons,0,Units,14740.0,10.6,6.0,10.7,5.9
2690,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,T,Total,ALL,All regions,2011,2011,PER,Persons,0,Units,22106.0,15.5,10.2,15.7,10.0
2691,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,T,Total,ALL,All regions,2012,2012,PER,Persons,0,Units,27626.0,20.3,10.6,20.7,10.7
2692,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,T,Total,ALL,All regions,2013,2013,PER,Persons,0,Units,29949.0,21.7,10.5,22.0,10.5
2693,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,T,Total,ALL,All regions,2014,2014,PER,Persons,0,Units,36267.0,25.3,13.1,25.7,13.1
2694,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,F,Females,ALL,All regions,2001,2001,PER,Persons,0,Units,12000.0,27.1,,,
2695,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,F,Females,ALL,All regions,2002,2002,PER,Persons,0,Units,8900.0,21.7,,,
2696,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,F,Females,ALL,All regions,2003,2003,PER,Persons,0,Units,7200.0,18.7,,,
2697,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,F,Females,ALL,All regions,2004,2004,PER,Persons,0,Units,12026.0,26.2,,26.8,
2698,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,F,Females,ALL,All regions,2005,2005,PER,Persons,0,Units,8331.0,19.5,,19.6,
2699,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,F,Females,ALL,All regions,2006,2006,PER,Persons,0,Units,6865.0,14.5,,14.5,
2700,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,F,Females,ALL,All regions,2007,2007,PER,Persons,0,Units,8474.0,18.4,,18.5,
2701,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,F,Females,ALL,All regions,2008,2008,PER,Persons,0,Units,7601.0,16.9,,17.0,
2702,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,F,Females,ALL,All regions,2009,2009,PER,Persons,0,Units,3576.0,7.4,,7.4,
2703,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,F,Females,ALL,All regions,2010,2010,PER,Persons,0,Units,6350.0,13.0,,13.0,
2704,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,F,Females,ALL,All regions,2011,2011,PER,Persons,0,Units,11031.0,22.1,,22.1,
2705,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,F,Females,ALL,All regions,2012,2012,PER,Persons,0,Units,11733.0,24.1,,24.4,
2706,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,F,Females,ALL,All regions,2013,2013,PER,Persons,0,Units,10177.0,21.7,,21.8,
2707,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,F,Females,ALL,All regions,2014,2014,PER,Persons,0,Units,16013.0,30.7,,31.0,
2708,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,M,Males,ALL,All regions,2001,2001,PER,Persons,0,Units,12000.0,12.5,,,
2709,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,M,Males,ALL,All regions,2002,2002,PER,Persons,0,Units,8900.0,9.3,,,
2710,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,M,Males,ALL,All regions,2003,2003,PER,Persons,0,Units,7200.0,7.4,,,
2711,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,M,Males,ALL,All regions,2004,2004,PER,Persons,0,Units,12026.0,13.7,,13.8,
2712,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,M,Males,ALL,All regions,2005,2005,PER,Persons,0,Units,8331.0,9.6,,9.7,
2713,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,M,Males,ALL,All regions,2006,2006,PER,Persons,0,Units,6865.0,7.7,,7.8,
2714,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,M,Males,ALL,All regions,2007,2007,PER,Persons,0,Units,8474.0,10.0,,10.1,
2715,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,M,Males,ALL,All regions,2008,2008,PER,Persons,0,Units,7601.0,8.7,,8.8,
2716,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,M,Males,ALL,All regions,2009,2009,PER,Persons,0,Units,3576.0,4.0,,4.1,
2717,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,M,Males,ALL,All regions,2010,2010,PER,Persons,0,Units,6350.0,7.0,,7.1,
2718,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,M,Males,ALL,All regions,2011,2011,PER,Persons,0,Units,11031.0,11.9,,12.1,
2719,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,M,Males,ALL,All regions,2012,2012,PER,Persons,0,Units,11733.0,13.5,,13.7,
2720,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,M,Males,ALL,All regions,2013,2013,PER,Persons,0,Units,10177.0,11.2,,11.3,
2721,3_PU,  Small regions (TL3) - predominantly urban,ITG19,Siracusa,UNEM,Unemployed,M,Males,ALL,All regions,2014,2014,PER,Persons,0,Units,16013.0,17.6,,17.9,
2722,2,Large regions (TL2),ITG2,Sardinia,UNEM,Unemployed,T,Total,ALL,All regions,2001,2001,PER,Persons,0,Units,124800.0,19.2,12.1,19.4,12.0
2723,2,Large regions (TL2),ITG2,Sardinia,UNEM,Unemployed,T,Total,ALL,All regions,2002,2002,PER,Persons,0,Units,126000.0,18.9,11.5,19.2,11.4
2724,2,Large regions (TL2),ITG2,Sardinia,UNEM,Unemployed,T,Total,ALL,All regions,2003,2003,PER,Persons,0,Units,113500.0,17.3,9.2,17.6,9.4
2725,2,Large regions (TL2),ITG2,Sardinia,UNEM,Unemployed,T,Total,ALL,All regions,2004,2004,PER,Persons,0,Units,93854.0,13.4,6.4,13.7,6.3
2726,2,Large regions (TL2),ITG2,Sardinia,UNEM,Unemployed,T,Total,ALL,All regions,2005,2005,PER,Persons,0,Units,86803.0,12.8,6.8,12.9,6.8
2727,2,Large regions (TL2),ITG2,Sardinia,UNEM,Unemployed,T,Total,ALL,All regions,2006,2006,PER,Persons,0,Units,72144.0,10.7,5.6,10.9,5.5
2728,2,Large regions (TL2),ITG2,Sardinia,UNEM,Unemployed,T,Total,ALL,All regions,2007,2007,PER,Persons,0,Units,65920.0,9.8,5.3,9.9,5.3
2729,2,Large regions (TL2),ITG2,Sardinia,UNEM,Unemployed,T,Total,ALL,All regions,2008,2008,PER,Persons,0,Units,83500.0,12.2,5.4,12.3,5.3
2730,2,Large regions (TL2),ITG2,Sardinia,UNEM,Unemployed,T,Total,ALL,All regions,2009,2009,PER,Persons,0,Units,88727.0,13.2,5.1,13.4,5.1
2731,2,Large regions (TL2),ITG2,Sardinia,UNEM,Unemployed,T,Total,ALL,All regions,2010,2010,PER,Persons,0,Units,95333.0,14.0,4.4,14.2,4.4
