,Unnamed: 0,Unnamed: 0.1,TL,Territory level and Typology,REG_ID,Region,VAR,Indicator,SEX,Gender,POS,Position,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,unemp_n,UNEM_RA_15_MAX,UNEM_RA_15_MAX_SEXDIF,UNEM_RA_15_64,UNEM_RA_15_64_SEXDIF,POP_65M_SH,YOU_DEP_RA,ELD_DEP_RA,DEM_DEP_RA,SR_TOT_RA,SR_YOU_RA,SR_ELD_RA,KID_WOM_RA,POP_80M_SH,POP_TOT_GI,POP_65M_GI,ENRL_RATE_AGE_Y3T5,ENRL_RATE_AGE_Y6T14,ENRL_RATE_AGE_Y15T19,ENRL_RATE_AGE_Y20T29,ENRL_RATE_AGE_Y30T39,ENRL_RATE_AGE_Y40T64,ENRL_RATE_AGE_Y30T39_is_NA,UNEM_RA_15_MAX_is_NA,UNEM_RA_15_MAX_SEXDIF_is_NA,UNEM_RA_15_64_is_NA,UNEM_RA_15_64_SEXDIF_is_NA,POP_65M_SH_is_NA,YOU_DEP_RA_is_NA,ELD_DEP_RA_is_NA,DEM_DEP_RA_is_NA,SR_TOT_RA_is_NA,SR_YOU_RA_is_NA,SR_ELD_RA_is_NA,KID_WOM_RA_is_NA,POP_80M_SH_is_NA,POP_TOT_GI_is_NA,POP_65M_GI_is_NA,ENRL_RATE_AGE_Y3T5_is_NA,ENRL_RATE_AGE_Y6T14_is_NA,ENRL_RATE_AGE_Y15T19_is_NA,ENRL_RATE_AGE_Y20T29_is_NA,ENRL_RATE_AGE_Y40T64_is_NA
2529,2529,2529,3_PU,  Small regions (TL3) - predominantly urban,ITG15,Caltanissetta,UNEM,Unemployed,F,Females,ALL,All regions,2004,2004,PER,Persons,0,Units,7286.0,24.2,4.095359628770305,24.2,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2530,2530,2530,3_PU,  Small regions (TL3) - predominantly urban,ITG15,Caltanissetta,UNEM,Unemployed,F,Females,ALL,All regions,2005,2005,PER,Persons,0,Units,8117.0,26.1,4.095359628770305,26.1,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2531,2531,2531,3_PU,  Small regions (TL3) - predominantly urban,ITG15,Caltanissetta,UNEM,Unemployed,F,Females,ALL,All regions,2006,2006,PER,Persons,0,Units,7394.0,25.8,4.095359628770305,25.9,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2532,2532,2532,3_PU,  Small regions (TL3) - predominantly urban,ITG15,Caltanissetta,UNEM,Unemployed,F,Females,ALL,All regions,2007,2007,PER,Persons,0,Units,5926.0,20.8,4.095359628770305,20.9,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2533,2533,2533,3_PU,  Small regions (TL3) - predominantly urban,ITG15,Caltanissetta,UNEM,Unemployed,F,Females,ALL,All regions,2008,2008,PER,Persons,0,Units,4998.0,16.2,4.095359628770305,16.6,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2534,2534,2534,3_PU,  Small regions (TL3) - predominantly urban,ITG15,Caltanissetta,UNEM,Unemployed,F,Females,ALL,All regions,2009,2009,PER,Persons,0,Units,5459.0,20.3,4.095359628770305,20.4,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2535,2535,2535,3_PU,  Small regions (TL3) - predominantly urban,ITG15,Caltanissetta,UNEM,Unemployed,F,Females,ALL,All regions,2010,2010,PER,Persons,0,Units,5032.0,18.0,4.095359628770305,18.4,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2536,2536,2536,3_PU,  Small regions (TL3) - predominantly urban,ITG15,Caltanissetta,UNEM,Unemployed,F,Females,ALL,All regions,2011,2011,PER,Persons,0,Units,4703.0,15.9,4.095359628770305,16.1,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2537,2537,2537,3_PU,  Small regions (TL3) - predominantly urban,ITG15,Caltanissetta,UNEM,Unemployed,F,Females,ALL,All regions,2012,2012,PER,Persons,0,Units,6749.0,22.7,4.095359628770305,23.0,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2538,2538,2538,3_PU,  Small regions (TL3) - predominantly urban,ITG15,Caltanissetta,UNEM,Unemployed,F,Females,ALL,All regions,2013,2013,PER,Persons,0,Units,6047.0,22.9,4.095359628770305,23.1,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2539,2539,2539,3_PU,  Small regions (TL3) - predominantly urban,ITG15,Caltanissetta,UNEM,Unemployed,F,Females,ALL,All regions,2014,2014,PER,Persons,0,Units,6868.0,23.6,4.095359628770305,24.1,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2540,2540,2540,3_PU,  Small regions (TL3) - predominantly urban,ITG15,Caltanissetta,UNEM,Unemployed,M,Males,ALL,All regions,2001,2001,PER,Persons,0,Units,10300.0,15.6,4.095359628770305,9.88573205401563,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2541,2541,2541,3_PU,  Small regions (TL3) - predominantly urban,ITG15,Caltanissetta,UNEM,Unemployed,M,Males,ALL,All regions,2002,2002,PER,Persons,0,Units,10300.0,15.6,4.095359628770305,9.88573205401563,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2542,2542,2542,3_PU,  Small regions (TL3) - predominantly urban,ITG15,Caltanissetta,UNEM,Unemployed,M,Males,ALL,All regions,2003,2003,PER,Persons,0,Units,10700.0,15.6,4.095359628770305,9.88573205401563,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2543,2543,2543,3_PU,  Small regions (TL3) - predominantly urban,ITG15,Caltanissetta,UNEM,Unemployed,M,Males,ALL,All regions,2004,2004,PER,Persons,0,Units,7286.0,12.2,4.095359628770305,12.4,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2544,2544,2544,3_PU,  Small regions (TL3) - predominantly urban,ITG15,Caltanissetta,UNEM,Unemployed,M,Males,ALL,All regions,2005,2005,PER,Persons,0,Units,8117.0,13.2,4.095359628770305,13.3,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2545,2545,2545,3_PU,  Small regions (TL3) - predominantly urban,ITG15,Caltanissetta,UNEM,Unemployed,M,Males,ALL,All regions,2006,2006,PER,Persons,0,Units,7394.0,12.7,4.095359628770305,12.8,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2546,2546,2546,3_PU,  Small regions (TL3) - predominantly urban,ITG15,Caltanissetta,UNEM,Unemployed,M,Males,ALL,All regions,2007,2007,PER,Persons,0,Units,5926.0,10.4,4.095359628770305,10.5,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2547,2547,2547,3_PU,  Small regions (TL3) - predominantly urban,ITG15,Caltanissetta,UNEM,Unemployed,M,Males,ALL,All regions,2008,2008,PER,Persons,0,Units,4998.0,8.9,4.095359628770305,9.1,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2548,2548,2548,3_PU,  Small regions (TL3) - predominantly urban,ITG15,Caltanissetta,UNEM,Unemployed,M,Males,ALL,All regions,2009,2009,PER,Persons,0,Units,5459.0,9.8,4.095359628770305,9.9,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2549,2549,2549,3_PU,  Small regions (TL3) - predominantly urban,ITG15,Caltanissetta,UNEM,Unemployed,M,Males,ALL,All regions,2010,2010,PER,Persons,0,Units,5032.0,8.5,4.095359628770305,8.5,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2550,2550,2550,3_PU,  Small regions (TL3) - predominantly urban,ITG15,Caltanissetta,UNEM,Unemployed,M,Males,ALL,All regions,2011,2011,PER,Persons,0,Units,4703.0,7.9,4.095359628770305,8.0,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2551,2551,2551,3_PU,  Small regions (TL3) - predominantly urban,ITG15,Caltanissetta,UNEM,Unemployed,M,Males,ALL,All regions,2012,2012,PER,Persons,0,Units,6749.0,11.5,4.095359628770305,11.5,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2552,2552,2552,3_PU,  Small regions (TL3) - predominantly urban,ITG15,Caltanissetta,UNEM,Unemployed,M,Males,ALL,All regions,2013,2013,PER,Persons,0,Units,6047.0,10.6,4.095359628770305,10.7,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2553,2553,2553,3_PU,  Small regions (TL3) - predominantly urban,ITG15,Caltanissetta,UNEM,Unemployed,M,Males,ALL,All regions,2014,2014,PER,Persons,0,Units,6868.0,11.7,4.095359628770305,11.9,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2554,2554,2554,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,T,Total,ALL,All regions,2001,2001,PER,Persons,0,Units,13600.0,23.0,17.6,9.88573205401563,3.864658848614071,18.29,26.68,28.35,55.03,92.48,104.17,77.6,20.88,3.79,100.0,100.0,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2555,2555,2555,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,T,Total,ALL,All regions,2002,2002,PER,Persons,0,Units,11700.0,20.5,17.7,9.88573205401563,3.864658848614071,18.67,26.17,28.96,55.13,92.42,103.52,77.68,20.63,4.01,99.3,101.3,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2556,2556,2556,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,T,Total,ALL,All regions,2003,2003,PER,Persons,0,Units,12800.0,22.3,21.3,9.88573205401563,3.864658848614071,18.92,25.98,29.4,55.38,92.45,104.58,77.27,20.83,4.28,99.0,102.4,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2557,2557,2557,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,T,Total,ALL,All regions,2004,2004,PER,Persons,0,Units,12704.0,21.5,13.9,21.6,13.8,19.3,25.59,30.03,55.62,92.47,105.23,77.52,20.53,4.44,98.5,104.0,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2558,2558,2558,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,T,Total,ALL,All regions,2005,2005,PER,Persons,0,Units,11181.0,19.3,11.3,19.5,11.2,19.66,25.18,30.64,55.82,92.6,104.78,77.42,20.21,4.67,98.2,105.6,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2559,2559,2559,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,T,Total,ALL,All regions,2006,2006,PER,Persons,0,Units,9655.0,16.5,9.6,16.7,9.5,19.97,24.86,31.15,56.01,92.59,105.69,76.41,19.97,4.86,98.2,107.2,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2560,2560,2560,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,T,Total,ALL,All regions,2007,2007,PER,Persons,0,Units,9539.0,16.3,10.1,16.4,10.0,20.13,24.37,31.35,55.72,92.63,106.11,76.26,19.69,5.14,97.9,107.8,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2561,2561,2561,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,T,Total,ALL,All regions,2008,2008,PER,Persons,0,Units,9307.0,15.9,11.0,16.0,11.0,20.02,23.77,30.99,54.76,92.69,106.12,76.16,19.46,5.3,98.0,107.3,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2562,2562,2562,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,T,Total,ALL,All regions,2009,2009,PER,Persons,0,Units,9081.0,15.1,8.3,15.3,8.3,19.97,23.25,30.76,54.01,92.52,104.8,75.4,19.32,5.52,97.9,107.0,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2563,2563,2563,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,T,Total,ALL,All regions,2010,2010,PER,Persons,0,Units,10059.0,16.5,7.0,16.7,7.2,20.0,22.82,30.71,53.53,92.61,105.4,75.42,19.32,5.76,97.8,106.9,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2564,2564,2564,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,T,Total,ALL,All regions,2011,2011,PER,Persons,0,Units,7949.0,14.1,6.6,14.3,6.8,20.05,22.35,30.69,53.04,92.46,105.41,74.91,19.05,6.05,97.5,107.0,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2565,2565,2565,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,T,Total,ALL,All regions,2012,2012,PER,Persons,0,Units,12563.0,21.5,10.3,21.8,10.3,20.25,21.99,30.98,52.97,92.71,104.99,74.83,18.84,6.2,97.3,107.7,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2566,2566,2566,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,T,Total,ALL,All regions,2013,2013,PER,Persons,0,Units,13936.0,24.6,12.5,24.9,12.4,20.54,21.69,31.46,53.15,92.89,105.15,75.51,18.45,6.32,96.7,108.6,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2567,2567,2567,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,T,Total,ALL,All regions,2014,2014,PER,Persons,0,Units,14319.0,24.9,11.8,25.2,11.8,20.93,21.34,32.11,53.45,92.96,104.91,75.96,17.95,6.51,96.8,110.7,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2568,2568,2568,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,F,Females,ALL,All regions,2001,2001,PER,Persons,0,Units,7300.0,36.3,4.095359628770305,9.88573205401563,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2569,2569,2569,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,F,Females,ALL,All regions,2002,2002,PER,Persons,0,Units,5900.0,32.8,4.095359628770305,9.88573205401563,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2570,2570,2570,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,F,Females,ALL,All regions,2003,2003,PER,Persons,0,Units,5800.0,35.4,4.095359628770305,9.88573205401563,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2571,2571,2571,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,F,Females,ALL,All regions,2004,2004,PER,Persons,0,Units,6110.0,29.7,4.095359628770305,29.8,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2572,2572,2572,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,F,Females,ALL,All regions,2005,2005,PER,Persons,0,Units,4889.0,24.3,4.095359628770305,24.3,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2573,2573,2573,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,F,Females,ALL,All regions,2006,2006,PER,Persons,0,Units,4442.0,21.4,4.095359628770305,21.5,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2574,2574,2574,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,F,Females,ALL,All regions,2007,2007,PER,Persons,0,Units,4006.0,20.4,4.095359628770305,20.4,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2575,2575,2575,3_IN,  Small regions (TL3) - intermediate,ITG16,Enna,UNEM,Unemployed,F,Females,ALL,All regions,2008,2008,PER,Persons,0,Units,4446.0,22.5,4.095359628770305,22.6,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
